"NORDEN"	"IDHOGAR"	"TMUNI"	"NHOGAR"	"EHOGAR"	"SEXO"	"EDAD"	"NACIONALIDAD"	"ESTUDIANTE"	"REGLADO"	"NOREGLADO"	"NEST"	"NEST2"	"C01"	"C03"	"C04"	"MCL"	"C08"	"C09A"	"C10"	"C11A"	"C12"	"C13A"	"C14"	"C15A"	"C16"	"C17A"	"C18"	"C19A"	"C20"	"C21A"	"C22"	"C23A"	"C24"	"C25A"	"C26"	"C27A"	"C28A"	"C29A"	"C31A"	"C33A"	"C34A"	"DLIB"	"LIB"	"D42"	"D43"	"D44"	"D45"	"D47"	"D48"	"D50"	"D51"	"D53"	"D54"	"D56"	"D57"	"GTT"	"GTS"	"GTSR"	"GTSNR"	"GTB"	"E59"	"E60R1"	"E60R2"	"E60R3"	"E60R4"	"E60R5"	"E60R6"	"E61R1"	"E61R2"	"E61R3"	"E61R4"	"E61R5"	"E61R6"	"E61R7"	"E62R1"	"E62R2"	"E62R3"	"E62R4"	"FACTOR"
"0088950"	"0707"	"2"	" 4"	" 2"	"1"	"044"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	4361.304446
"0088963"	"0707"	"2"	" 4"	" 2"	"2"	"044"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	4361.304446
"0088979"	"0707"	"2"	" 4"	" 2"	"2"	"013"	"1"	"1"	"1"	"1"	"3"	"04"	"1"	"1"	" "	0	"2"	NA	"2"	NA	"2"	NA	" "	NA	"2"	NA	"2"	NA	"2"	NA	"1"	9	"2"	NA	"2"	NA	NA	330	NA	NA	NA	"1"	0	"1"	20	"2"	NA	"1"	80	"2"	NA	"2"	NA	"2"	NA	439	339	9	330	100	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	4361.304446
"0088985"	"0707"	"2"	" 4"	" 2"	"1"	"009"	"1"	"1"	"1"	"0"	"2"	"03"	"1"	"1"	" "	0	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	0	"2"	NA	"1"	13	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"2"	NA	"1"	10	"2"	NA	"1"	100	"1"	200	"2"	NA	"2"	NA	323	13	13	NA	310	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	4361.304446
"0088998"	"0708"	"2"	" 2"	" 1"	"1"	"060"	"1"	"1"	"0"	"1"	"5"	"11"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	300	"1"	30	"2"	NA	" "	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	330	300	NA	300	30	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	5074.485896
"0089002"	"0708"	"2"	" 2"	" 1"	"2"	"061"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	5074.485896
"0112596"	"0709"	"1"	" 4"	" 1"	"1"	"062"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	5754.832606
"0112600"	"0709"	"1"	" 4"	" 1"	"2"	"061"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	5754.832606
"0112617"	"0709"	"1"	" 4"	" 1"	"1"	"036"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	5754.832606
"0112622"	"0709"	"1"	" 4"	" 1"	"2"	"027"	"1"	"1"	"1"	"1"	"3"	"07"	"1"	"2"	" "	300	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	300	600	NA	870	NA	"1"	110	"1"	20	"2"	NA	"1"	50	"1"	15	"1"	70	"2"	NA	2035	1770	300	1470	265	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	5754.832606
"0112638"	"0710"	"2"	" 5"	" 2"	"1"	"046"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	5059.819099
"0112643"	"0710"	"2"	" 5"	" 2"	"2"	"046"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	5059.819099
"0112656"	"0710"	"2"	" 5"	" 2"	"1"	"014"	"1"	"1"	"1"	"0"	"3"	"04"	"1"	"1"	" "	0	"2"	NA	"2"	NA	"2"	NA	" "	NA	"2"	NA	"2"	NA	"1"	30	"2"	NA	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"1"	135	"1"	20	"2"	NA	"1"	20	"1"	70	"2"	NA	"2"	NA	275	30	30	NA	245	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	5059.819099
"0112669"	"0710"	"2"	" 5"	" 2"	"1"	"008"	"1"	"1"	"1"	"0"	"2"	"03"	"1"	"1"	" "	0	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	300	"1"	50	"1"	12	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"1"	0	"1"	25	"2"	NA	"2"	NA	"1"	70	"2"	NA	"2"	NA	457	362	362	NA	95	"1"	" "	" "	" "	"1"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	5059.819099
"0112675"	"0710"	"2"	" 5"	" 2"	"1"	"018"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	5059.819099
"0006709"	"0711"	"4"	" 3"	" 1"	"1"	"053"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2680.137153
"0006716"	"0711"	"4"	" 3"	" 1"	"2"	"049"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2680.137153
"0006721"	"0711"	"4"	" 3"	" 1"	"2"	"019"	"1"	"1"	"1"	"1"	"4"	"08"	"1"	"1"	" "	3000	"2"	NA	" "	NA	"2"	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	"2"	NA	"1"	210	NA	480	NA	NA	NA	"1"	0	"1"	60	" "	NA	"1"	30	"2"	NA	"2"	NA	"2"	NA	3780	3690	3210	480	90	"1"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"1"	" "	" "	" "	2680.137153
"0006737"	"0712"	"4"	" 2"	" 2"	"1"	"031"	"1"	"1"	"0"	"1"	"5"	"11"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	540	90	"1"	100	"2"	NA	" "	NA	"1"	20	"2"	NA	"2"	NA	"2"	NA	750	630	NA	630	120	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	5892.080104
"0006742"	"0712"	"4"	" 2"	" 2"	"2"	"032"	"1"	"1"	"1"	"1"	"3"	"06"	"3"	"1"	" "	1000	"2"	NA	"2"	NA	"2"	NA	" "	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	NA	NA	300	600	NA	"1"	20	"1"	20	"2"	NA	"1"	30	"2"	NA	"2"	NA	"2"	NA	1970	1900	1000	900	70	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	5892.080104
"0006768"	"0713"	"4"	" 5"	" 2"	"1"	"060"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3572.419568
"0006774"	"0713"	"4"	" 5"	" 2"	"2"	"061"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3572.419568
"0006780"	"0713"	"4"	" 5"	" 2"	"2"	"022"	"1"	"1"	"1"	"0"	"4"	"08"	"3"	"4"	" "	11000	"2"	NA	" "	NA	"2"	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"2"	NA	"1"	300	" "	NA	"1"	200	"2"	NA	"1"	700	"2"	NA	12200	11000	11000	NA	1200	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3572.419568
"0006793"	"0713"	"4"	" 5"	" 2"	"2"	"025"	"1"	"1"	"1"	"0"	"4"	"08"	"3"	"4"	" "	12800	"2"	NA	" "	NA	"2"	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	"2"	NA	"1"	700	NA	NA	NA	NA	NA	"2"	NA	"1"	120	" "	NA	"1"	100	"2"	NA	"2"	NA	"2"	NA	13720	13500	13500	NA	220	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3572.419568
"0006807"	"0713"	"4"	" 5"	" 2"	"2"	"030"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3572.419568
"0072160"	"0714"	"4"	" 3"	" 1"	"2"	"053"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1931.246674
"0072176"	"0714"	"4"	" 3"	" 1"	"1"	"059"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1931.246674
"0072182"	"0714"	"4"	" 3"	" 1"	"2"	"025"	"1"	"1"	"0"	"1"	"5"	"11"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	402	NA	"1"	80	"1"	50	" "	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	532	402	NA	402	130	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1931.246674
"0072216"	"0715"	"4"	" 3"	" 1"	"2"	"074"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1626.199201
"0072221"	"0715"	"4"	" 3"	" 1"	"2"	"051"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1626.199201
"0072237"	"0715"	"4"	" 3"	" 1"	"1"	"021"	"1"	"1"	"0"	"1"	"5"	"11"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	270	NA	NA	NA	"2"	NA	"2"	NA	" "	NA	"1"	25	"2"	NA	"2"	NA	"2"	NA	295	270	NA	270	25	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1626.199201
"0072268"	"0716"	"3"	" 3"	" 2"	"2"	"044"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1762.857935
"0072274"	"0716"	"3"	" 3"	" 2"	"1"	"006"	"1"	"1"	"1"	"1"	"2"	"03"	"2"	"1"	" "	0	"2"	NA	"2"	NA	"2"	NA	"1"	390	"2"	NA	"1"	40	"1"	30	"1"	33	"2"	NA	"2"	NA	NA	NA	40	NA	NA	"1"	253	"2"	NA	"1"	350	"1"	55	"1"	100	"2"	NA	"2"	NA	1291	533	493	40	758	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1762.857935
"0072280"	"0716"	"3"	" 3"	" 2"	"1"	"047"	"1"	"1"	"0"	"1"	"5"	"11"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	720	NA	"1"	70	"2"	NA	" "	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	790	720	NA	720	70	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1762.857935
"0072293"	"0717"	"3"	" 4"	" 2"	"2"	"036"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2039.34161
"0072307"	"0717"	"3"	" 4"	" 2"	"1"	"042"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2039.34161
"0072314"	"0717"	"3"	" 4"	" 2"	"2"	"008"	"1"	"1"	"1"	"0"	"2"	"03"	"1"	"1"	" "	0	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	20	"2"	NA	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"1"	260	"2"	NA	"1"	300	"1"	60	"1"	50	"1"	600	"2"	NA	1290	20	20	NA	1270	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2039.34161
"0072329"	"0717"	"3"	" 4"	" 2"	"1"	"004"	"1"	"1"	"1"	"0"	"1"	"02"	"1"	"1"	" "	0	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	20	"2"	NA	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"1"	45	"2"	NA	"1"	250	"1"	75	"2"	NA	"2"	NA	"2"	NA	390	20	20	NA	370	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2039.34161
"0072335"	"0718"	"3"	" 3"	" 1"	"1"	"055"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1503.699042
"0072340"	"0718"	"3"	" 3"	" 1"	"2"	"053"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1503.699042
"0072353"	"0718"	"3"	" 3"	" 1"	"1"	"020"	"1"	"1"	"1"	"0"	"4"	"08"	"1"	"2"	" "	619	"2"	NA	" "	NA	"2"	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"1"	1250	"1"	40	" "	NA	"1"	20	"2"	NA	"2"	NA	"2"	NA	1929	619	619	NA	1310	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1503.699042
"0072366"	"0719"	"3"	" 4"	" 2"	"1"	"041"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2274.638063
"0072372"	"0719"	"3"	" 4"	" 2"	"2"	"042"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2274.638063
"0072388"	"0719"	"3"	" 4"	" 2"	"1"	"009"	"1"	"1"	"1"	"1"	"2"	"03"	"1"	"1"	" "	0	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	0	"1"	30	"1"	20	"2"	NA	"2"	NA	NA	NA	660	NA	NA	"1"	30	"1"	10	"2"	NA	"1"	200	"1"	300	"1"	120	"1"	200	1570	710	50	660	860	"1"	" "	" "	" "	"1"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2274.638063
"0072391"	"0719"	"3"	" 4"	" 2"	"1"	"005"	"1"	"1"	"1"	"0"	"1"	"02"	"1"	"1"	" "	0	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	30	"1"	20	"2"	NA	"1"	250	NA	NA	NA	NA	NA	"2"	NA	"1"	100	"2"	NA	"1"	100	"2"	NA	"2"	NA	"2"	NA	500	300	300	NA	200	"1"	" "	" "	" "	"1"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2274.638063
"0072405"	"0720"	"3"	" 2"	" 1"	"1"	"046"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1713.184707
"0072412"	"0720"	"3"	" 2"	" 1"	"2"	"043"	"1"	"1"	"1"	"0"	"3"	"07"	"1"	"1"	" "	120	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	120	NA	NA	NA	NA	"1"	60	"2"	NA	" "	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	180	120	120	NA	60	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1713.184707
"0006835"	"0721"	"2"	" 3"	" 1"	"2"	"051"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	968.988791
"0006840"	"0721"	"2"	" 3"	" 1"	"1"	"052"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	968.988791
"0006853"	"0721"	"2"	" 3"	" 1"	"2"	"011"	"1"	"1"	"1"	"1"	"2"	"03"	"1"	"1"	" "	0	"1"	120	"2"	NA	"2"	NA	"1"	252	"2"	NA	"1"	0	"1"	60	"1"	10	"2"	NA	"2"	NA	NA	138	300	NA	NA	"1"	234	"2"	NA	"1"	115	"1"	55	"2"	NA	"2"	NA	"1"	45	1329	880	442	438	449	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	968.988791
"0006866"	"0722"	"2"	" 2"	" 1"	"2"	"044"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1363.892494
